Date,BTC-USD,ETH-USD,SPY,AAPL,GLD,TLT,TSLA
2019-06-11,5219.5041,500.5136,281.1072,180.3066,115.3273,153.2676,71.1698
2019-06-12,5464.7973,487.1453,278.497,176.7714,115.0186,155.4979,70.388
2019-06-13,5764.5617,419.4424,277.7399,174.178,114.1801,155.1775,73.1909
2019-06-14,5946.4876,433.2275,282.8394,175.1218,115.3128,156.0299,74.7258
2019-06-17,6109.5223,431.1939,288.8705,171.9275,116.998,155.6726,76.4455
2019-06-18,6235.1162,438.3487,286.8852,174.6819,116.9754,156.4638,74.0279
2019-06-19,6359.0903,440.578,288.5717,174.612,117.5735,156.8253,72.4779
2019-06-20,6513.2353,461.9811,291.7645,172.1602,118.7909,157.7806,71.1061
2019-06-21,6771.1365,443.3678,288.6966,168.1793,118.429,158.1311,71.3251
2019-06-24,6531.9954,456.5777,291.448,168.7812,119.461,156.7214,70.579
2019-06-25,6562.2449,456.07,291.4345,164.0355,118.8836,158.0548,70.4105
2019-06-26,6377.0339,428.3394,288.3202,163.1484,118.5393,157.7416,67.0636
2019-06-27,6411.1412,422.9854,291.1154,166.8408,118.5087,155.5159,67.4045
2019-06-28,6155.287,413.2777,288.1713,163.7385,118.5708,156.2192,68.2681
2019-07-01,6441.1092,407.2552,289.1805,162.2116,118.9054,156.1722,65.8903
2019-07-02,6710.018,393.2702,294.575,159.7906,119.5582,157.1264,64.0859
2019-07-03,6649.0522,401.4267,295.0257,159.8346,120.2244,156.3998,64.603
2019-07-04,6733.0935,403.9414,294.3994,157.2148,122.5678,157.6733,64.0068
2019-07-05,7023.6319,382.2259,287.5456,157.4562,122.4678,156.0473,64.4367
2019-07-08,6993.832,410.2347,284.1398,154.3321,123.0962,156.1975,63.9553
2019-07-09,7312.182,380.4291,287.9364,151.0342,122.4857,159.4593,64.6715
2019-07-10,7723.1625,369.8531,290.5017,152.2094,123.0939,159.9578,65.1115
2019-07-11,7221.0576,396.9798,290.9617,153.9516,124.5758,159.502,67.5266
2019-07-12,7026.3395,397.2557,286.5936,158.6806,123.4799,161.4422,71.2346
2019-07-15,6975.2362,356.6316,287.6994,167.1839,124.3251,162.2789,74.2107
2019-07-16,7538.2592,362.8393,288.7126,163.7734,122.1231,162.6981,74.2268
2019-07-17,7802.7066,355.6233,294.7073,167.2753,122.1308,161.6615,74.2049
2019-07-18,7903.7036,373.8213,293.0671,165.0079,120.5826,163.3136,74.9496
2019-07-19,7671.6844,366.4944,293.727,158.7331,121.0121,163.9362,74.6331
2019-07-22,7742.0022,320.7818,288.8346,162.7357,119.157,163.7908,75.1948
2019-07-23,8189.687,299.1405,291.0798,165.2677,121.3855,164.9718,73.2949
2019-07-24,7980.1401,296.5394,291.8307,165.4448,120.8721,163.8316,71.7664
2019-07-25,8170.9772,310.0737,290.1037,166.3647,120.2818,164.686,76.8115
2019-07-26,8464.7759,293.6094,290.8754,169.5229,119.6349,163.0814,76.513
2019-07-29,8439.7164,300.7051,284.9103,172.9429,121.3561,162.096,75.8185
2019-07-30,8873.4128,276.7448,287.6095,169.9194,121.3127,163.5518,75.226
2019-07-31,9221.7348,282.4344,287.8679,168.0733,120.7057,164.92,75.2269
2019-08-01,9361.6562,261.8773,287.8552,172.6176,120.8953,165.7864,78.2549
2019-08-02,9331.7538,262.9569,289.0864,170.8798,119.9177,166.1804,78.9271
2019-08-05,8779.8972,271.6174,288.2695,175.1817,119.7046,166.3459,80.9191
2019-08-06,8810.872,273.4975,294.939,175.6507,120.0113,166.2282,81.1351
2019-08-07,8345.7939,277.152,290.3115,175.8001,122.2962,167.69,81.9812
2019-08-08,8473.8439,275.3803,292.1158,170.9433,120.6136,168.4215,81.233
2019-08-09,7644.8426,282.837,294.891,175.9709,121.7891,167.0869,82.0544
2019-08-12,7987.9862,295.5743,296.6675,171.3505,123.8614,166.5292,84.5634
2019-08-13,7566.3716,267.8919,295.7372,171.8685,124.6798,167.0868,83.8434
2019-08-14,7440.3417,248.9926,295.8697,170.6531,125.1197,168.2492,84.1433
2019-08-15,7968.423,235.2555,297.7507,175.4829,124.8337,168.9916,81.3654
2019-08-16,7932.5779,257.9901,294.908,177.4328,125.1577,169.5521,79.9655
2019-08-19,8297.0221,248.6156,290.5871,175.2626,124.8313,169.7643,78.9689
2019-08-20,8470.6298,240.1107,288.5204,173.6481,123.5216,170.2695,79.9681
2019-08-21,8235.4835,226.6492,289.0903,171.9209,123.8393,169.8098,75.4967
2019-08-22,9013.6175,230.9325,284.0446,173.4643,126.5398,170.3469,78.6592
2019-08-23,9276.5138,230.0537,281.9589,174.5995,126.7325,170.5164,80.3667
2019-08-26,9353.4588,245.642,277.7705,177.0403,128.8278,171.4702,78.7106
2019-08-27,9406.4178,272.9925,275.396,178.7342,130.2513,169.6742,77.332
2019-08-28,9981.5656,282.3691,271.9443,182.0664,130.9104,169.5139,78.8624
2019-08-29,9402.9462,280.1427,272.6264,182.4082,130.5998,169.3715,78.8689
2019-08-30,9559.842,285.8243,274.8122,180.3654,131.5601,171.2938,77.3969
2019-09-02,10714.3743,283.8489,272.1705,177.4988,132.2313,172.654,79.5895
2019-09-03,10530.2604,309.4118,275.4347,178.5822,130.3629,171.7728,79.9963
2019-09-04,10030.6327,299.9489,274.9278,177.7393,130.7444,174.0639,78.2083
2019-09-05,9847.558,324.5483,273.4954,175.3339,131.6946,176.2706,78.1371
2019-09-06,10228.1217,314.5538,273.0606,170.0047,131.8247,176.3356,80.4477
2019-09-09,9658.8137,337.5113,272.6235,168.213,131.5124,177.9947,81.5283
2019-09-10,8891.3498,346.9593,273.6237,168.1578,131.965,177.5167,82.1235
2019-09-11,8239.6215,373.3147,272.8366,164.5273,132.208,177.5833,82.769
2019-09-12,8891.4727,382.4013,266.447,161.0682,128.6471,179.7657,84.4948
2019-09-13,8993.0561,374.9302,266.1043,162.5805,128.1111,178.8754,84.8782
2019-09-16,8983.3824,416.9543,267.0363,160.3611,127.3027,177.9107,85.7357
2019-09-17,8961.6235,417.9211,268.5149,160.8718,127.8099,175.849,85.2348
2019-09-18,9434.9584,414.3917,271.5505,158.0559,126.228,174.7699,89.0409
2019-09-19,9533.0047,384.0062,270.7761,155.2235,124.8141,172.0649,90.7309
2019-09-20,9395.7901,363.6168,268.9194,156.6098,124.569,171.0762,93.3141
2019-09-23,9372.5076,365.2708,269.1142,152.2702,125.361,170.0015,92.6093
2019-09-24,9173.2753,354.771,267.7813,151.7334,124.441,169.859,91.3332
2019-09-25,9483.3274,359.1642,271.546,153.4318,122.74,168.593,92.0845
2019-09-26,9280.8406,343.3456,270.4988,153.4439,121.6173,168.1487,94.1848
2019-09-27,9599.4744,307.7052,271.6079,151.0296,122.0705,168.4781,97.3661
2019-09-30,9266.4702,303.2205,272.6016,148.2497,122.9305,169.1581,96.9849
2019-10-01,9414.1819,335.571,264.4966,149.1917,123.2009,169.6699,95.6408
2019-10-02,9343.074,323.8964,265.7559,148.95,123.0624,168.0535,98.5261
2019-10-03,9610.9566,300.4205,261.4256,150.2125,126.7393,168.4633,96.0688
2019-10-04,10478.0542,304.2807,258.5209,152.9282,126.2508,169.7885,99.7598
2019-10-07,10628.5631,297.9555,258.8657,154.4451,126.7455,171.6492,102.7929
2019-10-08,10254.5901,273.5391,261.6043,162.5319,124.4186,172.3246,98.3695
2019-10-09,10081.9847,256.257,261.0321,169.9647,123.5646,172.005,100.0441
2019-10-10,10946.1852,263.6927,261.314,171.8255,122.1556,173.8047,102.9183
2019-10-11,10811.6426,243.6738,259.4305,171.6962,122.8898,174.3404,103.862
2019-10-14,10611.259,247.3854,263.8045,175.916,126.0766,175.0969,93.304
2019-10-15,11225.421,241.6726,262.8485,179.6875,125.6215,176.7486,91.3803
2019-10-16,11360.8369,213.6022,266.458,177.8904,124.9124,173.9002,94.2789
2019-10-17,12122.5296,207.5764,264.2724,178.6621,125.0162,171.8864,101.309
2019-10-18,11704.8107,188.0459,262.3155,179.4426,127.0747,175.3325,103.6346
2019-10-21,12233.5757,180.6234,259.5171,179.4524,124.0442,174.5549,98.5542
2019-10-22,12050.1326,175.2765,256.872,180.4147,124.1766,177.9631,99.5701
2019-10-23,11644.0707,180.6017,260.3374,175.4653,122.5902,176.1298,104.3945
2019-10-24,12792.6387,192.2956,253.6684,170.9234,122.2635,175.9538,111.4649
2019-10-25,12433.3658,203.9256,253.7226,168.3815,123.6785,173.0798,116.3142
2019-10-28,12945.2665,222.4562,248.2538,172.6251,122.8224,172.1147,115.319
2019-10-29,13380.0463,241.8481,252.1265,176.5526,121.9181,171.978,116.5225
2019-10-30,12276.9483,239.2343,253.6664,170.5799,121.4338,173.1111,112.8721
2019-10-31,12445.33,250.1504,255.8096,166.0839,120.1851,171.5907,108.4083
2019-11-01,12290.881,257.1209,250.8651,165.0853,120.0965,170.7508,105.485
2019-11-04,12192.0728,265.0874,254.1709,162.8634,120.5871,170.4862,101.1341
2019-11-05,12568.9759,293.6611,256.656,160.8439,118.4665,172.1228,100.451
2019-11-06,12874.2086,307.3051,261.6961,160.6621,118.9516,169.8747,97.1783
2019-11-07,13707.8689,303.8214,260.3663,157.9795,119.2158,170.8749,92.8312
2019-11-08,13331.1152,304.5933,259.1622,156.2448,120.3151,168.7269,89.7214
2019-11-11,13288.6051,290.2044,261.1328,157.8829,116.7384,169.0804,90.7759
2019-11-12,12540.5248,280.7297,259.8292,154.1389,118.2044,167.871,93.7991
2019-11-13,12108.4709,287.7769,259.5374,157.7235,118.3451,166.3208,95.1453
2019-11-14,12996.4262,285.3046,260.8026,155.2827,118.7517,166.8988,92.8314
2019-11-15,12363.2299,299.0245,258.6049,153.822,118.2035,166.1121,94.994
2019-11-18,13062.3004,325.8228,254.9026,157.3016,120.269,168.8468,97.4999
2019-11-19,13273.2743,329.2437,259.0294,153.6612,120.9488,170.9951,97.5722
2019-11-20,13166.0147,312.7892,260.8695,153.5564,120.0156,172.9888,102.315
2019-11-21,13132.0553,303.1794,261.5112,148.8135,119.9077,171.5015,103.691
2019-11-22,12205.1888,317.9351,260.1018,147.1583,121.9132,170.4636,110.2564
2019-11-25,11136.3782,332.9933,255.8228,147.204,119.161,170.6699,111.9734
2019-11-26,10890.2753,333.0771,250.7234,144.1824,121.3268,169.2779,108.2086
2019-11-27,11013.169,336.2415,250.8962,139.4084,120.07,168.4127,107.2774
2019-11-28,10534.2806,328.1644,253.1595,136.4146,119.9293,170.4528,104.0142
2019-11-29,10658.2843,302.358,250.7926,139.111,118.6148,170.5945,101.6918
2019-12-02,11237.257,310.0772,245.5527,139.4924,118.6383,169.3164,102.9459
2019-12-03,11561.479,301.4961,248.4108,138.7846,119.252,170.8167,99.1191
2019-12-04,11303.5234,302.6951,249.3734,137.4706,118.6561,170.4146,100.2855
2019-12-05,10976.1298,306.793,253.0957,134.4158,118.4945,170.8426,102.1017
2019-12-06,11039.4152,328.1538,251.2038,136.4179,118.2172,172.5176,97.0518
2019-12-09,10973.4752,342.3473,253.3015,134.8312,120.0743,171.3264,95.5249
2019-12-10,10241.1099,332.5932,248.6837,135.2169,120.06,170.6867,95.409
2019-12-11,9904.4903,311.8238,250.7912,132.2553,119.8299,170.6214,95.0009
2019-12-12,10126.9133,319.9975,249.1609,133.0994,120.6367,170.6672,96.2349
2019-12-13,9819.4509,311.7689,253.4134,132.1238,120.6747,171.9407,94.6531
2019-12-16,9255.1806,319.5893,255.0716,134.4028,119.732,172.6479,91.9789
2019-12-17,8646.8468,320.5111,255.4012,129.8817,118.3525,172.758,94.3853
2019-12-18,8523.6021,319.8146,258.0277,132.1814,116.9057,173.7468,89.1583
2019-12-19,8352.0539,304.9214,256.5782,133.4334,117.263,174.1914,91.3253
2019-12-20,8022.8203,258.7951,260.5404,131.8956,118.5407,174.8606,90.8969
2019-12-23,8237.3513,284.9827,261.1399,126.6288,118.2426,174.6403,89.9363
2019-12-24,7769.7217,273.5074,261.6118,126.0674,118.2722,173.9483,91.2152
2019-12-25,7741.4832,250.5909,259.7729,127.617,117.3829,171.4724,91.5852
2019-12-26,7929.5495,257.3089,262.0977,125.1946,120.9999,172.1849,92.3184
2019-12-27,7595.2341,262.7419,259.0214,128.0838,119.5255,174.162,93.7149
2019-12-30,7277.082,260.6921,258.7514,126.9769,117.743,173.9576,99.1707
2019-12-31,6998.4551,257.3325,258.884,126.2909,119.0751,173.3704,97.8968
2020-01-01,6513.6645,234.0464,256.8828,126.7896,119.234,170.948,94.6083
2020-01-02,6600.1822,244.4298,251.0508,128.9144,119.5067,171.5181,99.011
2020-01-03,6773.5633,247.3968,252.1776,131.5385,119.8484,172.669,101.7614
2020-01-06,6903.8989,243.4534,253.9199,133.4251,120.6837,174.8385,103.3063
2020-01-07,7100.1893,251.8652,252.2902,131.7241,121.2245,174.6035,104.0937
2020-01-08,7367.6404,265.6531,258.8527,131.2274,120.0637,175.1325,103.553
2020-01-09,7808.6533,288.9137,267.014,130.296,122.6505,175.803,103.8707
2020-01-10,8185.8601,303.422,267.083,130.4349,120.3484,175.4882,103.2751
2020-01-13,7856.9003,296.8716,265.1082,129.1987,119.7869,175.8918,102.3823
2020-01-14,8083.7449,298.8743,260.0329,134.0584,120.1434,175.8391,102.5482
2020-01-15,8097.7001,322.5419,258.7609,131.618,120.7551,176.8846,101.1326
2020-01-16,8017.4713,290.8693,262.2255,134.7298,119.5806,177.9453,104.2508
2020-01-17,8124.9011,287.561,266.4538,139.7645,118.9758,175.7508,103.9329
2020-01-20,8461.5393,284.5479,265.7512,138.6767,118.4794,175.1256,115.1174
2020-01-21,8105.9362,244.1098,262.0951,142.818,120.8209,171.4805,112.5974
2020-01-22,8232.7967,231.2905,260.9652,141.4782,120.1051,171.6755,111.2593
2020-01-23,7726.9049,218.5909,271.3491,145.3488,120.1864,173.8495,105.3466
2020-01-24,7018.3094,224.5279,270.1791,148.396,119.1714,173.6983,106.5556
2020-01-27,7250.0103,238.8796,270.3883,143.5361,120.8811,174.6105,108.1685
2020-01-28,7345.4903,236.9966,267.3286,143.2742,118.8421,176.2083,105.6625
2020-01-29,7514.2794,236.6915,270.6617,141.6816,118.2924,174.5697,106.6718
2020-01-30,7633.8243,249.0293,272.0488,145.0655,118.8652,173.1108,104.7736
2020-01-31,7751.0021,242.7351,274.3697,145.9587,118.8391,174.0502,112.1709
2020-02-03,7289.0936,250.3469,271.0755,147.5528,120.0201,175.1217,116.0482
2020-02-04,7297.796,242.0499,271.6895,143.7375,122.1544,173.681,122.2095
2020-02-05,7319.0988,222.7054,269.9884,143.3141,122.0105,175.5442,121.0495
2020-02-06,7608.4693,238.5705,265.1602,140.587,120.3275,174.8394,123.649
2020-02-07,7543.3193,253.6596,267.2651,138.9342,119.7256,172.9822,119.0412
2020-02-10,7112.8997,233.5925,267.4883,139.1037,118.8062,170.1172,117.7384
2020-02-11,7164.6631,230.1258,269.1757,138.1176,120.4814,170.1928,120.2998
2020-02-12,7382.2051,232.4011,269.4868,139.2756,123.3303,171.8213,116.8289
2020-02-13,7363.2991,215.7274,272.0687,140.295,124.2872,170.0712,118.9626
2020-02-14,6938.8529,208.358,278.026,143.2426,125.2806,169.413,117.6363
2020-02-17,6564.9433,208.0628,281.0619,145.1652,124.4671,169.6111,118.9683
2020-02-18,6651.7616,220.0432,277.9102,146.1093,123.8223,171.2584,121.9342
2020-02-19,6880.5499,224.2635,275.3406,144.3993,123.63,168.8725,121.2023
2020-02-20,6498.5491,240.5813,270.6372,143.1752,122.5983,170.1897,124.0333
2020-02-21,6433.8869,252.5816,271.0718,140.9715,124.4827,169.6664,121.3793
2020-02-24,6064.9076,269.0267,273.6638,144.4824,125.5037,169.979,124.0684
2020-02-25,5766.1812,279.3952,270.8346,144.824,125.1178,171.7582,127.3875
2020-02-26,5628.7025,259.2382,275.3182,147.2063,127.6129,172.1629,133.1631
2020-02-27,5411.3175,253.6997,271.3243,148.759,129.1152,174.0488,129.0065
2020-02-28,5094.6097,270.7963,276.8319,145.276,129.5764,176.1697,129.1748
2020-03-02,5300.2164,258.5722,271.7791,143.0313,129.064,176.3302,131.0615
2020-03-03,5204.6286,248.6532,268.6822,144.2667,127.3183,175.7878,136.7496
2020-03-04,5437.946,241.32,268.8129,140.3254,128.8194,177.3447,136.0662
2020-03-05,5367.5179,247.4699,267.2791,139.6469,131.4336,176.3034,135.2048
2020-03-06,5245.5517,243.7075,268.4332,141.5412,131.4395,175.794,134.1121
2020-03-09,5044.3595,238.5954,265.3495,143.4306,131.4863,174.2089,137.0124
2020-03-10,4579.4738,258.719,264.0284,142.2986,130.3917,175.8154,137.9599
2020-03-11,4666.4799,260.2011,262.1553,142.6191,133.2167,174.2254,136.078
2020-03-12,4536.4797,237.4841,261.8249,146.0879,131.5358,174.9651,131.682
2020-03-13,4425.1733,214.3201,257.4202,145.6174,132.2583,173.6667,136.5667
2020-03-16,4337.0301,216.4842,255.7022,145.2546,130.9197,174.2149,137.522
2020-03-17,4192.8415,206.6096,255.1005,142.4402,131.8066,172.3901,136.6357
2020-03-18,4134.557,210.2704,252.1515,139.8648,128.8085,174.5847,135.828
2020-03-19,4079.8184,212.8304,248.1223,141.6213,127.9884,175.7729,132.392
2020-03-20,3804.1642,243.4476,246.5593,137.6649,128.5997,175.9249,134.7525
2020-03-23,3534.7173,254.9932,242.6621,138.7621,127.8808,174.5026,138.6069
2020-03-24,3302.3547,245.8048,246.6229,140.9367,126.7694,178.0475,132.919
2020-03-25,3090.2385,264.204,242.8565,140.318,125.528,179.3233,127.8546
2020-03-26,3027.2219,261.6535,244.0659,138.5896,126.1462,178.2363,127.0429
2020-03-27,3173.353,237.5873,248.9685,140.8259,126.5026,180.4457,124.9673
2020-03-30,2997.5114,229.6392,251.7242,140.3523,125.9098,181.1144,123.0572
2020-03-31,2918.462,231.2972,256.4758,140.2185,126.8925,183.245,116.3737
2020-04-01,2695.8983,238.4293,255.4434,138.9693,128.4336,184.4743,120.2797
2020-04-02,2670.2038,245.9796,255.4564,141.4239,126.2353,185.2367,117.2988
2020-04-03,2644.5529,251.591,255.9238,141.0085,125.6971,184.2677,111.8545
